"age","workclass","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
53,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,55,"United States",">50K"
51,"Local-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,35,"United States",">50K"
28,"Private","Higher Education",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,24,"United States",">50K"
45,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"United States",">50K"
39,"Self-emp-not-inc","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United States",">50K"
39,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"United States",">50K"
55,"Self-emp-not-inc","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,40,"United States",">50K"
62,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,98,"United States",">50K"
49,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,1977,50,"Africa",">50K"
53,"Self-emp-not-inc","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"United States",">50K"
31,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,48,"United States",">50K"
39,"Private","Higher Education",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1977,45,"Asia",">50K"
60,"Self-emp-not-inc","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,45,"United States",">50K"
26,"Private","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,40,"United States",">50K"
37,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"United States",">50K"
45,"State-gov","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"United States",">50K"
32,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,45,"United States",">50K"
39,"Self-emp-inc","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"United States",">50K"
45,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,43,"United States",">50K"
41,"Private","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,45,"United States",">50K"
36,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1977,65,"United States",">50K"
51,"State-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,60,"United States",">50K"
39,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,62,"United States",">50K"
56,"Self-emp-not-inc","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United States",">50K"
53,"Federal-gov","High School",9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,1977,40,"United States",">50K"
57,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,1977,40,"United States",">50K"
50,"Local-gov","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1977,35,"United States",">50K"
34,"Private","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,55,"United States",">50K"
35,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1977,30,"United States",">50K"
30,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,15,"United States",">50K"
31,"State-gov","Postgraduate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,70,"United States",">50K"
34,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,50,"United States",">50K"
36,"Private","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United States",">50K"
40,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United States",">50K"
51,"Private","Higher Education",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1977,60,"United States",">50K"
33,"Private","High School",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,45,"United States",">50K"
40,"Private","Postgraduate",16,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,20,"United States",">50K"
46,"Self-emp-inc","Postgraduate",14,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,60,"United States",">50K"
54,"Private","Postgraduate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United States",">50K"
31,"Private","Postgraduate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,99,"United States",">50K"
51,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United States",">50K"
36,"Private","Postgraduate",14,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1977,40,"Asia",">50K"
41,"Self-emp-inc","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,1977,60,"Asia",">50K"
56,"Self-emp-not-inc","Higher Education",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1977,50,"United States",">50K"
38,"Private","Higher Education",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1977,40,"United States",">50K"
47,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1977,45,"United States",">50K"
39,"Local-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,45,"United States",">50K"
59,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United States",">50K"
54,"Private","Postgraduate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,43,"United States",">50K"
54,"Self-emp-not-inc","Higher Education",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1977,35,"United States",">50K"
31,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,55,"United States",">50K"
59,"Self-emp-inc","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,48,"United States",">50K"
46,"Private","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United States",">50K"
57,"Private","Postgraduate",16,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1977,40,"Europe",">50K"
36,"Private","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,44,"United States",">50K"
33,"Private","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United States",">50K"
54,"Private","Higher Education",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1977,18,"United States",">50K"
55,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"United States",">50K"
49,"Local-gov","Higher Education",15,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,60,"United States",">50K"
41,"Private","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United States",">50K"
40,"Private","Postgraduate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1977,45,"Asia",">50K"
43,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United States",">50K"
48,"Private","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,45,"United States",">50K"
43,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United States",">50K"
47,"Private","High School",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,1974,40,"United States","<=50K"
30,"Private","High School",9,"Never-married","Adm-clerical","Other-relative","White","Female",0,1974,40,"United States","<=50K"
26,"Private","Higher Education",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,1974,40,"United States","<=50K"
30,"Local-gov","Higher Education",10,"Never-married","Protective-serv","Not-in-family","Black","Male",0,1974,40,"United States","<=50K"
28,"Private","High School",9,"Separated","Craft-repair","Not-in-family","White","Male",0,1974,40,"United States","<=50K"
23,"Private","Higher Education",12,"Never-married","Adm-clerical","Own-child","White","Female",0,1974,20,"United States","<=50K"
47,"Private","Higher Education",15,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,60,"SudAmerica",">50K"
48,"Self-emp-not-inc","Postgraduate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,60,"United States",">50K"
42,"Self-emp-not-inc","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United States",">50K"
49,"Local-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United States",">50K"
38,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United States",">50K"
48,"State-gov","Postgraduate",16,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,46,"United States",">50K"
46,"Private","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United States",">50K"
51,"Private","High School",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,1902,40,"United States",">50K"
43,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United States",">50K"
46,"Local-gov","High School",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United States","<=50K"
42,"Local-gov","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,60,"United States",">50K"
45,"Private","Higher Education",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,1902,35,"United States",">50K"
23,"Private","Higher Education",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1902,40,"United States","<=50K"
45,"Private","Higher Education",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United States",">50K"
49,"Private","Higher Education",12,"Married-civ-spouse","Sales","Wife","White","Female",0,1902,40,"United States",">50K"
57,"Private","Higher Education",15,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,1902,40,"Asia",">50K"
42,"Self-emp-not-inc","Higher Education",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1902,80,"United States",">50K"
43,"Local-gov","Higher Education",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,1902,40,"United States",">50K"
43,"Private","Higher Education",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United States",">50K"
42,"Private","Higher Education",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,60,"United States",">50K"
40,"Local-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,48,"United States",">50K"
49,"Private","Higher Education",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United States",">50K"
34,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United States",">50K"
40,"Federal-gov","Postgraduate",14,"Married-civ-spouse","Tech-support","Husband","Asian-Pac-Islander","Male",0,1902,40,"Asia",">50K"
50,"Private","Higher Education",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,1902,38,"United States",">50K"
54,"Private","High School",9,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,1902,40,"United States",">50K"
49,"Private","Higher Education",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1902,50,"United States",">50K"
44,"Self-emp-not-inc","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1902,60,"United States",">50K"
28,"Local-gov","Postgraduate",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,55,"United States","<=50K"
57,"Private","Higher Education",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United States",">50K"
59,"Private","Higher Education",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,43,"United States",">50K"
38,"Private","Higher Education",12,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1902,40,"United States",">50K"
36,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1902,60,"United States",">50K"
34,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,60,"United States",">50K"
51,"Private","Higher Education",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,50,"United States",">50K"
46,"Private","High School",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1902,70,"Canada",">50K"
33,"Private","Postgraduate",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,45,"Europe",">50K"
31,"State-gov","Higher Education",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,35,"United States",">50K"
31,"Private","Higher Education",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1902,35,"United States",">50K"
59,"Self-emp-not-inc","High School",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,52,"United States",">50K"
48,"Private","Higher Education",12,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United States",">50K"
