age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country.grouped,education.grouped
57,Self-emp-not-inc,184553,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United States,High School
25,Private,75821,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United States,Higher Education
20,Private,155775,9,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United States,High School
22,Private,107882,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,United States,Higher Education
28,Private,25955,11,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United States,Higher Education
57,Self-emp-inc,146103,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United States,Higher Education
61,Private,149620,10,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United States,Higher Education
27,Private,404421,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United States,Higher Education
45,Private,135044,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United States,High School
32,Private,250354,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,45,United States,Middle
51,Self-emp-not-inc,85902,6,Widowed,Transport-moving,Other-relative,White,Female,0,0,40,United States,Middle
21,Private,50411,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United States,High School
27,Private,91501,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United States,High School
46,Private,79874,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,53,United States,Higher Education
51,Federal-gov,36186,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Higher Education
23,Private,227471,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United States,High School
23,Private,200207,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,44,United States,High School
31,Private,263561,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,45,United States,Higher Education
48,Private,247895,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United States,Higher Education
53,Private,129525,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,Higher Education
25,Private,123083,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United States,Higher Education
40,Private,126868,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United States,High School
46,Private,278322,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,Higher Education
81,Private,177408,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,26,United States,High School
34,Private,52537,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,30,United States,High School
46,Self-emp-not-inc,43348,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United States,Higher Education
42,Private,195821,9,Separated,Sales,Unmarried,White,Female,0,0,40,United States,High School
28,Private,114158,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,24,United States,Higher Education
46,State-gov,363875,10,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United States,Higher Education
26,Private,31290,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United States,High School
60,Local-gov,227332,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,Postgraduate
42,State-gov,333530,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United States,Higher Education
46,Private,96552,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,17,United States,Higher Education
57,Private,98350,15,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1902,40,Asia,Higher Education
54,Self-emp-inc,108435,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United States,Higher Education
47,Private,306183,10,Divorced,Other-service,Own-child,White,Female,0,0,44,United States,Higher Education
40,Self-emp-not-inc,125206,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Higher Education
23,Private,70261,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United States,Higher Education
64,Private,169482,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United States,Higher Education
35,Private,99146,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,High School
32,Local-gov,49325,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United States,Middle
46,Self-emp-not-inc,456956,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United States,High School
52,Self-emp-not-inc,209642,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United States,High School
43,Federal-gov,186916,14,Divorced,Protective-serv,Not-in-family,White,Male,0,0,60,United States,Postgraduate
38,Private,203836,9,Married-civ-spouse,Sales,Husband,White,Male,3464,0,40,SudAmerica,High School
39,Self-emp-inc,143123,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2415,40,United States,Higher Education
42,Local-gov,159931,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United States,Higher Education
29,Private,163003,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,2202,0,40,Asia,Higher Education
33,Private,189710,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Mexico,Middle
23,Private,201682,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United States,Higher Education
37,Private,189878,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United States,Higher Education
31,Private,240771,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,50,United States,Higher Education
44,Private,105862,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,70,United States,Higher Education
48,State-gov,148738,10,Divorced,Other-service,Own-child,White,Male,0,0,40,United States,Higher Education
47,Private,148995,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
24,Private,228424,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United States,High School
50,Private,183173,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United States,High School
27,Private,224849,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
60,Private,85995,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,50,Africa,Postgraduate
40,Local-gov,333530,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United States,Postgraduate
50,Private,146429,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
44,Federal-gov,316120,15,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United States,Higher Education
17,Private,53611,8,Never-married,Other-service,Own-child,White,Female,0,0,6,United States,High School
36,Private,185099,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United States,Higher Education
50,Private,150876,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1887,55,United States,High School
38,Self-emp-not-inc,43712,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United States,Middle
23,Private,121471,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United States,Higher Education
50,Private,209320,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
45,Private,102771,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United States,High School
41,Federal-gov,355918,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United States,High School
46,Private,171550,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United States,High School
23,Private,248978,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,Middle
35,Private,241998,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
20,Private,47678,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United States,High School
56,Self-emp-not-inc,162130,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,67,United States,Primary
26,Private,284078,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United States,Higher Education
35,Private,161637,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,40,Asia,Postgraduate
43,Self-emp-not-inc,145441,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United States,Higher Education
31,Private,459465,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United States,Higher Education
46,Private,58683,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United States,Higher Education
44,Federal-gov,280362,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
52,Private,38795,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United States,High School
19,Private,28790,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United States,Higher Education
50,Self-emp-inc,176751,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,80,United States,Postgraduate
58,Self-emp-inc,89922,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United States,Higher Education
30,Private,93884,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United States,Higher Education
63,Private,161563,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United States,High School
51,Self-emp-not-inc,35295,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,45,United States,High School
53,Private,200190,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United States,Higher Education
37,Private,211494,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United States,High School
38,Private,66686,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,Higher Education
50,Private,205803,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United States,Postgraduate
17,Private,24090,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,United States,High School
50,Local-gov,234143,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United States,Postgraduate
42,Self-emp-not-inc,175674,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United States,High School
40,Private,102606,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,Postgraduate
30,Private,341051,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United States,Postgraduate
31,Local-gov,48520,12,Never-married,Protective-serv,Unmarried,White,Male,0,0,40,United States,Higher Education
34,Private,139890,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United States,Higher Education
38,Private,171344,7,Married-spouse-absent,Transport-moving,Own-child,White,Male,0,0,36,Mexico,Middle
33,Local-gov,173806,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United States,Higher Education
38,Private,174571,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,45,United States,Middle
37,Private,148581,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United States,High School
54,Self-emp-inc,138852,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United States,Higher Education
26,Private,164386,9,Never-married,Craft-repair,Own-child,White,Male,0,0,48,United States,High School
44,Private,198096,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United States,Higher Education
48,Private,101299,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
25,Private,476334,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
47,Private,185385,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,Middle
18,Private,27620,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United States,High School
47,Self-emp-inc,102308,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United States,Higher Education
23,Private,250630,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United States,Higher Education
23,Private,82497,10,Never-married,Sales,Own-child,White,Female,0,0,28,United States,Higher Education
33,Local-gov,365908,9,Married-civ-spouse,Other-service,Husband,Black,Male,2105,0,40,United States,High School
17,Private,169037,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United States,Middle
60,Private,114413,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United States,Higher Education
37,Private,305379,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,Higher Education
41,Local-gov,183224,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,Asia,Postgraduate
34,Private,134737,13,Never-married,Sales,Own-child,White,Male,0,0,40,United States,Higher Education
44,Private,257758,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Postgraduate
38,Private,192337,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United States,Higher Education
46,Private,94809,10,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,30,United States,Higher Education
45,Federal-gov,358242,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United States,Higher Education
30,Private,392812,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,Europe,High School
31,State-gov,29152,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United States,High School
34,Private,209449,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United States,Higher Education
44,Private,60414,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,Postgraduate
52,Private,74024,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United States,Postgraduate
48,Private,187505,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United States,Higher Education
46,Private,155489,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,58,United States,High School
52,Private,147876,13,Married-civ-spouse,Sales,Wife,White,Female,15024,0,60,United States,Higher Education
60,Private,166330,9,Married-civ-spouse,Other-service,Wife,White,Female,99999,0,40,United States,High School
18,Private,88642,10,Never-married,Sales,Own-child,White,Male,0,0,15,United States,Higher Education
37,Private,105803,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United States,High School
21,Private,243368,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Mexico,Primary
48,State-gov,55863,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,46,United States,Postgraduate
38,Private,29874,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
29,Private,253003,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,16,United States,High School
44,Self-emp-inc,269733,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United States,Higher Education
54,Private,103024,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,42,United States,High School
49,Private,176814,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,40,United States,Higher Education
42,Federal-gov,294431,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Postgraduate
